dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports
0.00976687200676,0.00474518395377,0.00242397967962,0.00217337958792,0.0145401920904,0.029408303229,0.0344732051752,0.0325677849921,0.0316316986103,0.0948109829698,0.0310114456627,0.0502447766131,0.0788139428978,0.00633539341653,0.00364116448492,0.0179144227947,0.00721058886653,0.0323618569268,0.00713902870415,0.00881827393365,0.0075867388104,0.00771707873287,0.0016405314178,0.0121604287144,0.0461845903711,0.0456328668581,0.0312881725418,0.0367717962888,0.000782782102923,0.00128076916513,0.0211029984661,0.178646655511,0.0226328586561,0.00373501497538,0.0214196375637,0.0208126133654,9.80950658637e-05,0.000123629550492,0.00208148042667,0.00645488626603,0.0260247298215,0.00578916873279
0.0424697265548,0.0172905943343,0.00570453297145,0.0069733363898,0.0197412354895,0.0284363648134,0.0453868672007,0.0121395545009,0.0102443471328,0.195746857967,0.0487643165443,0.0359228107437,0.0746171784787,0.00773769512346,0.0226019059011,0.014462239493,0.00844227067869,0.0134231067562,0.0177117107102,0.00103052450651,0.0071959198336,0.00741366890045,5.63501961544e-06,0.0127768411123,0.00992159063477,0.0290961423065,0.0250617143429,0.0498468048559,0.00128794486333,0.00132119006018,0.0184380535259,0.120250070952,0.0127522598268,0.00461714515887,0.00403889814143,0.0221208532268,6.84763225433e-05,0.000155509736278,0.00134859016925,0.00643166112697,0.0366630839594,0.000340769633209
0.0110617418631,0.0100392190833,0.00670962952331,0.00292778665434,0.0234353940336,0.0620642727556,0.0243829437839,0.039159160984,0.0260691807662,0.217108513074,0.0235517191436,0.0148338234629,0.0957549167929,0.0194833171311,0.00519136910438,0.00695718611653,0.00771232439566,0.0272804808549,0.0129588085104,0.0219868745112,0.00683897478999,0.00768464244988,3.22763222963e-06,0.032958372793,0.0469778577196,0.0321681905182,0.0284060084162,0.00861335185276,0.00105388073362,0.00113196883272,0.020916486229,0.0820562351303,0.0047935971903,0.0049233653105,0.00383731555345,0.0168889919358,0.000109507967904,0.000123699735923,0.00151106022342,0.0064243760467,0.0269474955635,0.00696273083007
0.0085014936843,0.00615583267089,0.00780421543814,0.00382444684139,0.0104811574864,0.0327142392408,0.0337655222044,0.0344600588665,0.0383382630302,0.177016672323,0.00432269615463,0.0154650908174,0.103779299011,0.00603229134814,0.00196929667173,0.0134122341325,0.0260169588256,0.0074842098545,0.0106841309008,0.00341047722995,0.00678185593722,0.00722079859154,2.41500054013e-05,0.0691909354874,0.0267484669896,0.0721747567718,0.03892747065,0.0996549733107,0.00115082835027,0.00118969321674,0.0161429883919,0.046214747548,0.00445267577178,0.00670402207534,0.00307892509191,0.0147426786161,0.000557639474733,6.85770804219e-05,0.00145549630533,0.00603878232804,0.0311000126704,0.000740938602546
0.0084372293533,0.00921845696772,0.00620378418008,0.00434520189428,0.00399510279396,0.00265094571282,0.0385617324998,0.0505609782958,0.0562488598064,0.159320301614,0.00987410340626,0.039898124842,0.0966904482265,0.00628635753499,0.00231442073417,0.0198735174659,0.055027410519,0.00799546485023,0.0102701618218,0.00347846851805,0.0119398873826,0.0070718597198,0.000217239548945,0.0432626425854,0.0505951906716,0.0208859387809,0.0411540303765,0.0183641284558,0.00104340579,0.00152825302941,0.017068401392,0.0923605530827,0.00468135926282,0.00416720421241,0.0240184279093,0.0301315002711,9.55493282106e-05,0.000233039913841,0.00121401712968,0.00574907148523,0.0308110583325,0.00215617030204
0.0123174461623,0.00409556475955,0.00409372417772,0.00731835560257,0.00584648293966,0.0306689129854,0.0574199456574,0.0108905301311,0.0800519819825,0.222106722863,0.0289882063188,0.00973642138845,0.0074010976354,0.00572425457252,0.00358231906954,0.0125525557417,0.00877307209408,0.00767601290698,0.00908324111996,0.00236274621448,0.0072575983976,0.00704045122128,8.94031972258e-05,0.0160412215033,0.0272826862319,0.0330132397361,0.0226137085704,0.0183394828751,0.00143680564639,0.00179074707253,0.0142059236675,0.221372619367,0.00493515225775,0.0069170951529,0.00873963477588,0.019074580009,0.000113603980387,8.180073236e-05,0.00126143744198,0.00636168939632,0.0399169503,0.0114245741447
0.00701019481344,0.0118930701084,0.00437210818746,0.00252199802369,0.00768929935215,0.0347919454801,0.0407670128006,0.015996881259,0.0760146244534,0.104174878925,0.0316242938941,0.0356116682479,0.0813232699783,0.00889509731171,0.00175967378209,0.0348079668906,0.00796215350238,0.00654234568135,0.010122489752,0.00332687804415,0.00341392122733,0.00355539943723,7.22506474418e-05,0.0386213903072,0.0372037278076,0.049047121665,0.0160404833234,0.0529839287599,0.00137458575725,0.00203014592487,0.0130220936992,0.138875008058,0.024785439473,0.00242739296784,0.0228120687538,0.0336993229773,6.73143207866e-05,3.78096582542e-05,0.00241614676988,0.0028666411363,0.0236337401781,0.0038062166625
0.0247887334643,0.00778802731325,0.00321611091808,0.00326439849276,0.00213629660097,0.0035607229257,0.0308410802921,0.0632599034443,0.0664710364568,0.105457938844,0.0844096908252,0.00415585147969,0.0338413550156,0.0220082435278,0.00197494817423,0.00716575049229,0.00500374005886,0.0198681426702,0.00528705392955,0.0066541717746,0.0037943390482,0.00363037469219,2.35352608504e-05,0.0805197712833,0.0460764198723,0.0146961847781,0.0280122749336,0.00708512509052,0.00102066238697,0.00133181961706,0.0258853580461,0.208876351861,0.00278037525025,0.00787940230046,0.00613465308056,0.0137119879801,6.30293718395e-05,7.7467798225e-05,0.00137358005983,0.00263796540095,0.0238449760882,0.0193911490994
0.00605300560966,0.0191610661595,0.00448812214963,0.00409011368783,0.0214689514278,0.0358453888628,0.0198497618473,0.0405059981656,0.0522289349901,0.225545403661,0.0796792278096,0.0442143099526,0.00410255267483,0.00183281952531,0.00193192843815,0.00504121310306,0.0315605717284,0.00475033481799,0.0061269971958,0.00405037997631,0.0036822626355,0.00350548512599,0.0,0.0452365406343,0.00711508718725,0.0325449858677,0.0283329033682,0.0420946783539,0.000497871351236,0.00145371078097,0.019068006383,0.124180670889,0.00719564475148,0.00626163762357,0.00363263122766,0.0278235978252,6.93219268215e-05,0.000102190223746,0.00123166833789,0.00426145823343,0.0165317109588,0.0126508545317
0.00906503129716,0.0157673348836,0.00386377334657,0.00456621409286,0.00783266360614,0.00608035379465,0.012480415427,0.00522518034911,0.0416961794347,0.135628880941,0.0690597291312,0.00977698333769,0.160638132526,0.00523917858533,0.00264525715535,0.0147664561386,0.000405391531624,0.0241106155904,0.0010182346264,0.0019094655585,0.00202014957974,0.0,0.000215697001107,0.0301901764654,0.00157768293226,0.0392676595868,0.0179968031707,0.0752722309251,0.00157647320779,0.000563393452015,0.00943818273789,0.236685531847,0.000736948733856,0.00306151886073,0.00469365068684,0.0210086070997,0.0,0.0,0.000748903427867,0.00124104688757,0.0196767144906,0.00225315755282
